,cod_reg_rbd,nom_reg_rbd_a,cod_com_rbd,nom_com_rbd,cod_depe2,rural_rbd,cod_ense2,cod_jor,mrun,gen_alu_x,edad_alu,cod_reg_alu,prom_gral,asistencia,codigo_unico,gen_alu_y,anio_ing_carr_ori,tipo_inst_3,_merge
33327,13,RM,13122,PEÑALOLÉN,1,0,7,3,9743795,1,19,13,"5,8",85,I111S7C104J1V2,1,2021,Institutos Profesionales,both
56137,14,RIOS,14108,PANGUIPULLI,1,0,5,3,14650590,2,17,14,"6,6",98,I70S1C83J1V1,2,2021,Universidades Estatales CRUCH,both
1553,2,ANTOF,2201,CALAMA,2,0,5,3,17595437,2,17,2,7,91,I81S1C450J1V1,2,2021,Universidades Estatales CRUCH,both
59620,13,RM,13201,PUENTE ALTO,2,0,5,3,25555947,1,18,13,"6,3",100,I111S22C486J1V1,1,2021,Institutos Profesionales,both
3928,4,COQ,4101,LA SERENA,1,0,5,3,9900983,1,17,4,"6,2",100,I74S1C20J1V1,1,2021,Universidades Estatales CRUCH,both
14691,7,MAULE,7201,CAUQUENES,1,0,5,3,19868808,1,17,7,"6,9",85,I78S1C2J1V1,1,2021,Universidades Estatales CRUCH,both
11526,6,LGBO,6117,SAN VICENTE,1,0,5,3,20961418,2,17,6,"6,7",100,I92S2C2J1V1,2,2021,Universidades Privadas CRUCH,both
26181,12,MAG,12101,PUNTA ARENAS,3,0,5,3,23472538,2,18,12,7,100,I20S2C347J1V1,2,2021,Universidades Privadas,both
68127,8,BBIO,8112,HUALPÉN,3,0,5,1,18046722,1,17,8,"6,4",88,I75S1C49J1V2,1,2021,Universidades Estatales CRUCH,both
8053,5,VALPO,5101,VALPARAÍSO,3,0,5,3,19264235,2,17,5,"6,7",97,I20S3C351J1V1,2,2021,Universidades Privadas,both
67838,5,VALPO,5804,VILLA ALEMANA,2,0,5,3,18085662,2,17,5,"6,6",85,I72S1C1J1V1,2,2021,Universidades Estatales CRUCH,both
2687,2,ANTOF,2101,ANTOFAGASTA,3,0,5,3,19552599,1,17,2,"6,5",91,I456S2C47J1V1,1,2021,Centros de Formación Técnica,both
10527,6,LGBO,6101,RANCAGUA,1,0,5,1,12705427,2,17,6,"6,4",91,I20S1C23J1V1,2,2021,Universidades Privadas,both
55384,10,LAGOS,10304,PUYEHUE,1,0,5,3,12997812,2,17,14,"5,6",96,I84S1C406J1V1,2,2021,Universidades Estatales CRUCH,both
33373,13,RM,13120,ÑUÑOA,1,0,5,1,19850422,1,17,13,7,85,I85S4C201J1V1,1,2021,Universidades Estatales CRUCH,both
50591,6,LGBO,6109,MALLOA,1,1,7,3,14323767,2,18,1,"5,5",90,I260S11C295J1V1,2,2021,Centros de Formación Técnica,both
63342,13,RM,13110,LA FLORIDA,2,0,5,1,9399261,2,17,13,"6,5",100,I143S26C254J1V1,2,2021,Institutos Profesionales,both
25881,12,MAG,12401,NATALES,2,0,5,3,9674141,2,18,12,"5,7",95,I77S2C109J2V1,2,2021,Universidades Estatales CRUCH,both
36436,13,RM,13109,LA CISTERNA,2,0,7,3,15406683,2,17,13,"4,5",85,I111S20C484J1V1,2,2021,Institutos Profesionales,both
49692,5,VALPO,5801,QUILPUÉ,2,0,5,3,14549110,1,17,5,"6,5",98,I89S1C7J1V1,1,2021,Universidades Privadas CRUCH,both
48267,5,VALPO,5502,CALERA,2,0,5,3,24971091,2,17,5,"6,3",95,I629S4C150J1V1,2,2021,Centros de Formación Técnica,both
57126,12,MAG,12101,PUNTA ARENAS,2,0,5,1,10241949,1,17,12,"6,5",95,I77S1C45J1V1,1,2021,Universidades Estatales CRUCH,both
39279,13,RM,13303,TILTIL,1,0,5,3,12383935,1,17,13,"6,4",98,I111S21C486J1V1,1,2021,Institutos Profesionales,both
22405,9,ARAUC,9120,VILLARRICA,2,0,5,3,10976081,2,17,9,"6,8",100,I76S1C21J1V1,2,2021,Universidades Estatales CRUCH,both
49732,5,VALPO,5103,CONCÓN,2,0,5,3,24316611,2,17,5,7,100,I83S1C66J1V1,2,2021,Universidades Estatales CRUCH,both
64186,13,RM,13125,QUILICURA,2,0,7,3,9834680,1,17,13,"6,9",100,I71S1C6J1V1,1,2021,Universidades Estatales CRUCH,both
34719,13,RM,13110,LA FLORIDA,2,0,5,3,15038385,1,17,13,"6,5",89,I111S16C48J1V1,1,2021,Institutos Profesionales,both
26493,13,RM,13101,SANTIAGO,1,0,5,1,17690200,1,18,13,"6,6",85,I71S1C14J1V2,1,2021,Universidades Estatales CRUCH,both
42516,4,COQ,4201,ILLAPEL,2,0,5,3,11491975,2,17,4,"6,3",100,I456S5C49J1V1,2,2021,Centros de Formación Técnica,both
47235,4,COQ,4101,LA SERENA,2,0,5,3,24171532,1,17,4,"5,6",85,I4S7C954J1V1,1,2021,Universidades Privadas,both
36877,13,RM,13106,ESTACIÓN CENTRAL,1,0,7,3,18565090,1,19,13,"4,8",85,I111S15C413J1V1,1,2021,Institutos Profesionales,both
63653,13,RM,13130,SAN MIGUEL,2,0,5,3,23714384,2,17,13,"6,4",100,I111S6C67J1V1,2,2021,Institutos Profesionales,both
61897,13,RM,13119,MAIPÚ,2,0,5,3,12195194,1,17,13,"6,8",99,I3S1C10J1V1,1,2021,Universidades Privadas CRUCH,both
65955,13,RM,13109,LA CISTERNA,2,0,5,3,13911680,1,17,13,"5,2",100,I111S12C58J1V1,1,2021,Institutos Profesionales,both
65709,13,RM,13111,LA GRANJA,5,0,7,3,12955904,2,17,13,"6,6",85,I82S1C17J1V1,2,2021,Universidades Estatales CRUCH,both
65348,13,RM,13116,LO ESPEJO,2,0,5,3,9481703,2,17,13,"5,8",100,I111S15C24J2V1,2,2021,Institutos Profesionales,both
20078,8,BBIO,8203,CAÑETE,1,0,5,3,22828349,1,17,8,"6,9",100,I75S1C12J1V2,1,2021,Universidades Estatales CRUCH,both
35396,13,RM,13121,PEDRO AGUIRRE CERDA,2,0,5,3,17108371,1,18,13,7,100,I70S1C180J1V1,1,2021,Universidades Estatales CRUCH,both
23688,14,RIOS,14201,LA UNIÓN,1,0,5,3,13386667,2,17,14,"6,4",100,I90S1C35J1V1,2,2021,Universidades Privadas CRUCH,both
26405,13,RM,13101,SANTIAGO,1,0,5,1,21296856,1,17,13,"6,9",85,I70S1C861J1V1,1,2021,Universidades Estatales CRUCH,both
62831,13,RM,13130,SAN MIGUEL,3,0,5,3,13266027,1,17,13,"6,8",100,I86S5C535J1V1,1,2021,Universidades Privadas CRUCH,both
3350,3,ATCMA,3101,COPIAPÓ,2,0,5,3,12747132,2,17,3,"6,7",90,I79S1C144J1V1,2,2021,Universidades Estatales CRUCH,both
28576,13,RM,13108,INDEPENDENCIA,2,0,7,1,22379067,1,18,13,"6,1",85,I100S20C160J1V1,1,2021,Institutos Profesionales,both
33974,13,RM,13122,PEÑALOLÉN,3,0,5,3,16283499,1,18,13,"6,8",100,I70S1C177J1V1,1,2021,Universidades Estatales CRUCH,both
42991,9,ARAUC,9111,NUEVA IMPERIAL,2,1,7,3,17753798,2,17,9,7,100,I94S1C21J1V1,2,2021,Universidades Privadas CRUCH,both
6828,5,VALPO,5504,LA CRUZ,2,0,5,1,11619530,2,17,5,"4,9",100,I430S9C39J1V2,2,2021,Centros de Formación Técnica,both
3848,4,COQ,4101,LA SERENA,1,0,5,3,16174231,1,17,4,"6,8",90,I74S1C216J1V1,1,2021,Universidades Estatales CRUCH,both
34380,13,RM,13110,LA FLORIDA,1,0,5,3,16616069,2,17,13,"6,7",85,I86S5C57J1V1,2,2021,Universidades Privadas CRUCH,both
44542,13,RM,13201,PUENTE ALTO,2,0,5,3,12596055,1,17,13,"6,2",86,I42S1C7J1V1,1,2021,Universidades Privadas,both
57831,13,RM,13101,SANTIAGO,1,0,5,1,23610741,1,18,13,"6,2",100,I11S1C9J1V1,1,2021,Universidades Privadas,both
66145,13,RM,13301,COLINA,2,0,5,3,17713417,2,17,13,"5,2",86,I20S1C6J2V2,2,2021,Universidades Privadas,both
11028,6,LGBO,6101,RANCAGUA,3,0,5,1,21106449,1,18,6,"6,1",99,I430S16C171J1V1,1,2021,Centros de Formación Técnica,both
8456,5,VALPO,5109,VIÑA DEL MAR,2,0,5,1,10970402,2,18,5,"6,5",100,I111S2C34J1V1,2,2021,Institutos Profesionales,both
38094,13,RM,13126,QUINTA NORMAL,2,0,7,3,11503817,1,18,13,"6,7",100,I71S1C14J1V2,1,2021,Universidades Estatales CRUCH,both
35673,13,RM,13111,LA GRANJA,5,0,5,3,10250606,2,18,13,"6,6",85,I111S9C39J1V1,2,2021,Institutos Profesionales,both
59590,13,RM,13201,PUENTE ALTO,2,0,5,3,11588102,2,17,13,"6,2",85,I111S20C407J1V1,2,2021,Institutos Profesionales,both
18398,8,BBIO,8103,CHIGUAYANTE,2,0,5,3,22422451,2,18,8,"6,6",98,I39S2C26J1V1,2,2021,Universidades Privadas,both
63010,13,RM,13110,LA FLORIDA,2,0,5,3,21277775,1,18,13,"6,7",100,I31S4C12J1V1,1,2021,Universidades Privadas,both
3072,3,ATCMA,3101,COPIAPÓ,1,0,7,3,15017750,1,17,3,"5,4",88,I100S16C160J2V1,1,2021,Institutos Profesionales,both
18092,8,BBIO,8101,CONCEPCIÓN,2,0,5,3,22803644,1,18,8,"6,3",86,I75S1C17J1V2,1,2021,Universidades Estatales CRUCH,both
23170,14,RIOS,14101,VALDIVIA,1,0,5,3,22647152,2,17,14,7,85,I90S1C22J1V1,2,2021,Universidades Privadas CRUCH,both
46749,3,ATCMA,3101,COPIAPÓ,2,0,7,3,19989341,1,17,3,"6,6",100,I1S1C3J1V1,1,2021,Universidades Privadas,both
57688,13,RM,13115,LO BARNECHEA,3,0,5,3,20622214,2,18,13,"6,9",100,I45S2C15J1V1,2,2021,Universidades Privadas,both
34763,13,RM,13110,LA FLORIDA,2,0,5,3,23929014,2,17,13,"6,4",100,I11S1C7J1V1,2,2021,Universidades Privadas,both
53962,8,BBIO,8101,CONCEPCIÓN,3,0,5,3,9866126,1,17,8,"5,5",100,I93S1C9J1V1,1,2021,Universidades Privadas CRUCH,both
24308,10,LAGOS,10109,PUERTO VARAS,3,0,5,3,23399780,2,18,10,"6,9",100,I86S5C70J1V1,2,2021,Universidades Privadas CRUCH,both
63120,13,RM,13110,LA FLORIDA,3,0,5,3,12047111,1,17,13,"6,8",100,I23S2C1J1V2,1,2021,Universidades Privadas,both
55083,9,ARAUC,9101,TEMUCO,2,0,5,1,24718459,2,17,9,"6,6",100,I260S11C280J1V1,2,2021,Centros de Formación Técnica,both
9927,5,VALPO,5601,SAN ANTONIO,2,0,5,3,11784515,2,17,5,"6,9",85,I89S1C44J1V1,2,2021,Universidades Privadas CRUCH,both
4192,4,COQ,4101,LA SERENA,2,0,5,3,16527266,1,17,4,"6,8",95,I91S2C6J1V1,1,2021,Universidades Privadas CRUCH,both
9896,5,VALPO,5601,SAN ANTONIO,2,0,7,3,24248525,1,17,5,7,95,I88S1C20J1V1,1,2021,Universidades Privadas CRUCH,both
31071,13,RM,13132,VITACURA,3,0,5,3,16608394,1,17,13,7,100,I86S5C300J1V1,1,2021,Universidades Privadas CRUCH,both
65668,13,RM,13107,HUECHURABA,3,0,5,3,22912884,2,17,8,"6,5",81,I1S1C240J1V1,2,2021,Universidades Privadas,both
67226,13,RM,13110,LA FLORIDA,1,0,5,3,13074096,2,19,13,"5,4",85,I19S1C325J1V1,2,2021,Universidades Privadas,both
21044,9,ARAUC,9101,TEMUCO,1,0,5,1,12063956,1,18,9,"6,5",100,I94S1C206J1V1,1,2021,Universidades Privadas CRUCH,both
25047,10,LAGOS,10109,PUERTO VARAS,2,0,7,3,10191801,1,17,10,"5,7",100,I71S1C72J1V1,1,2021,Universidades Estatales CRUCH,both
13098,7,MAULE,7101,TALCA,1,0,5,1,9856297,2,17,7,"6,9",100,I87S1C121J1V1,2,2021,Universidades Privadas CRUCH,both
63667,13,RM,13122,PEÑALOLÉN,2,0,5,3,24742564,2,18,13,"6,8",85,I70S1C3J1V1,2,2021,Universidades Estatales CRUCH,both
53584,8,BBIO,8102,CORONEL,2,0,5,3,11909650,1,18,8,"6,6",85,I20S4C115J1V1,1,2021,Universidades Privadas,both
24004,10,LAGOS,10301,OSORNO,1,0,7,3,17039864,1,17,14,"5,8",100,I430S25C78J1V1,1,2021,Centros de Formación Técnica,both
39544,13,RM,13201,PUENTE ALTO,2,0,5,3,18375781,1,17,13,"6,6",100,I71S1C149J1V1,1,2021,Universidades Estatales CRUCH,both
21970,9,ARAUC,9101,TEMUCO,2,0,5,3,20596046,1,17,9,7,100,I76S1C79J1V1,1,2021,Universidades Estatales CRUCH,both
26543,13,RM,13101,SANTIAGO,1,0,5,1,23185673,2,17,13,"6,8",99,I31S4C2J1V3,2,2021,Universidades Privadas,both
5809,5,VALPO,5301,LOS ANDES,1,0,7,3,12570886,2,17,5,"6,1",100,I143S21C9J1V1,2,2021,Institutos Profesionales,both
49663,5,VALPO,5101,VALPARAÍSO,2,0,5,3,13962517,2,17,2,"6,3",100,I83S1C68J1V1,2,2021,Universidades Estatales CRUCH,both
50801,6,LGBO,6111,OLIVAR,2,0,5,3,11628084,2,18,6,6,96,I123S3C47J1V1,2,2021,Institutos Profesionales,both
49542,5,VALPO,5801,QUILPUÉ,1,0,7,3,14860402,2,18,5,"6,1",25,I111S4C486J1V2,2,2021,Institutos Profesionales,both
23952,10,LAGOS,10301,OSORNO,1,0,5,3,16147851,2,17,10,"6,9",95,I86S5C570J1V1,2,2021,Universidades Privadas CRUCH,both
5232,4,COQ,4303,MONTE PATRIA,1,0,5,3,21463932,2,17,4,7,86,I260S5C107J1V1,2,2021,Centros de Formación Técnica,both
3130,3,ATCMA,3101,COPIAPÓ,1,0,7,3,24336279,1,19,3,"5,8",90,I430S5C307J1V1,1,2021,Centros de Formación Técnica,both
11667,6,LGBO,6105,DOÑIHUE,1,0,5,3,20142188,2,17,6,"5,9",100,I116S25C4J1V1,2,2021,Institutos Profesionales,both
30445,13,RM,13114,LAS CONDES,3,0,5,1,15600395,1,17,13,"6,7",99,I70S1C64J1V4,1,2021,Universidades Estatales CRUCH,both
54766,9,ARAUC,9101,TEMUCO,2,0,5,3,19674395,2,17,9,"6,4",90,I94S1C171J1V1,2,2021,Universidades Privadas CRUCH,both
20869,9,ARAUC,9101,TEMUCO,1,0,7,1,10495278,2,17,9,"6,5",95,I100S32C176J2V1,2,2021,Institutos Profesionales,both
29813,13,RM,13114,LAS CONDES,2,0,5,3,20093074,1,17,13,"6,2",100,I45S4C756J1V1,1,2021,Universidades Privadas,both
29065,13,RM,13101,SANTIAGO,3,0,5,3,21537385,1,17,13,"6,6",92,I71S1C69J1V2,1,2021,Universidades Estatales CRUCH,both
30160,13,RM,13114,LAS CONDES,3,0,5,3,10905768,2,17,13,"6,7",97,I34S1C243J1V2,2,2021,Universidades Privadas CRUCH,both
59596,13,RM,13201,PUENTE ALTO,2,0,5,3,17232013,2,17,13,"6,7",85,I86S5C400J1V1,2,2021,Universidades Privadas CRUCH,both
64341,13,RM,13125,QUILICURA,2,0,7,3,24817127,1,17,13,"5,7",95,I111S21C50J1V1,1,2021,Institutos Profesionales,both
41492,13,RM,13501,MELIPILLA,1,0,7,1,13897136,1,18,13,"5,9",85,I111S23C21J1V1,1,2021,Institutos Profesionales,both
16743,8,BBIO,8303,CABRERO,1,0,7,3,9869320,2,17,8,"5,1",90,I100S37C176J1V1,2,2021,Institutos Profesionales,both
51987,7,MAULE,7301,CURICÓ,1,0,5,3,24793310,1,17,7,"6,9",85,I78S3C295J1V1,1,2021,Universidades Estatales CRUCH,both
2582,2,ANTOF,2101,ANTOFAGASTA,2,0,5,3,15693902,2,17,2,"6,9",85,I73S2C151J1V1,2,2021,Universidades Estatales CRUCH,both
25277,10,LAGOS,10105,FRUTILLAR,1,0,7,3,11307781,1,17,10,"5,5",85,I100S21C304J1V1,1,2021,Institutos Profesionales,both
44979,1,TPCA,1101,IQUIQUE,2,0,5,1,12954621,1,18,1,"5,4",85,I13S3C37J1V1,1,2021,Universidades Privadas,both
41526,13,RM,13501,MELIPILLA,2,0,5,3,14891395,2,17,13,"6,7",85,I86S5C567J1V1,2,2021,Universidades Privadas CRUCH,both
23637,14,RIOS,14108,PANGUIPULLI,2,0,7,3,14552992,2,19,14,"6,4",85,I86S2C121J1V1,2,2021,Universidades Privadas CRUCH,both
24243,10,LAGOS,10301,OSORNO,3,0,5,3,22005910,2,17,10,"6,6",100,I39S7C3J1V1,2,2021,Universidades Privadas,both
61059,13,RM,13404,PAINE,2,0,5,3,24975896,1,18,13,7,100,I13S1C145J1V1,1,2021,Universidades Privadas,both
50023,6,LGBO,6104,COLTAUCO,2,0,5,2,15910201,2,18,6,"6,2",84,I113S8C21J1V1,2,2021,Institutos Profesionales,both
28051,13,RM,13101,SANTIAGO,2,0,5,3,15966244,1,17,13,"6,4",100,I71S1C100J1V1,1,2021,Universidades Estatales CRUCH,both
63966,13,RM,13301,COLINA,1,0,5,3,18077110,2,17,13,"6,9",100,I20S2C17J1V1,2,2021,Universidades Privadas,both
65948,13,RM,13109,LA CISTERNA,2,0,5,3,17269277,2,17,13,"6,8",100,I39S6C77J1V1,2,2021,Universidades Privadas,both
1010,1,TPCA,1401,POZO ALMONTE,1,1,7,3,16562104,2,17,1,"6,1",96,I100S15C150J1V1,2,2021,Institutos Profesionales,both
4575,4,COQ,4102,COQUIMBO,2,0,5,3,16982752,1,17,4,"6,3",85,I13S5C9J1V1,1,2021,Universidades Privadas,both
67273,13,RM,13115,LO BARNECHEA,3,0,5,3,14107034,1,18,13,"6,1",91,I20S2C7J1V2,1,2021,Universidades Privadas,both
42247,2,ANTOF,2101,ANTOFAGASTA,1,0,7,3,14887379,1,17,2,"5,4",87,I430S1C42J1V2,1,2021,Centros de Formación Técnica,both
29307,13,RM,13101,SANTIAGO,2,0,7,1,21911730,2,17,13,7,100,I31S4C1J2V1,2,2021,Universidades Privadas,both
27419,13,RM,13101,SANTIAGO,4,0,7,1,24572023,2,18,13,"5,2",85,I26S1C2J1V1,2,2021,Universidades Privadas,both
24534,10,LAGOS,10101,PUERTO MONTT,1,0,5,3,23429567,1,17,10,"6,8",98,I90S1C50J1V2,1,2021,Universidades Privadas CRUCH,both
66299,13,RM,13201,PUENTE ALTO,2,0,7,3,11389401,2,17,13,"5,6",85,I111S9C69J1V1,2,2021,Institutos Profesionales,both
31465,13,RM,13123,PROVIDENCIA,1,0,5,1,11830548,2,17,13,7,85,I20S1C23J1V1,2,2021,Universidades Privadas,both
6957,5,VALPO,5506,NOGALES,1,0,5,3,16012230,1,19,7,"6,8",100,I629S4C135J2V1,1,2021,Centros de Formación Técnica,both
67089,2,ANTOF,2101,ANTOFAGASTA,1,0,7,3,11351437,1,17,2,"6,4",85,I143S2C53J1V1,1,2021,Institutos Profesionales,both
60218,13,RM,13107,HUECHURABA,3,0,5,3,15326594,1,17,13,"6,9",100,I3S1C2J1V1,1,2021,Universidades Privadas CRUCH,both
46356,2,ANTOF,2101,ANTOFAGASTA,2,0,7,3,23860894,1,17,2,"6,7",99,I100S4C301J1V1,1,2021,Institutos Profesionales,both
59524,13,RM,13122,PEÑALOLÉN,3,0,5,3,13449901,1,17,13,7,100,I86S1C117J1V2,1,2021,Universidades Privadas CRUCH,both
10711,6,LGBO,6101,RANCAGUA,1,0,5,1,14672990,1,17,6,"6,9",98,I88S1C17J1V1,1,2021,Universidades Privadas CRUCH,both
65426,13,RM,13403,CALERA DE TANGO,2,1,5,3,21094766,2,17,13,6,68,I218S1C111J2V2,2,2021,Centros de Formación Técnica,both
66679,13,RM,13103,CERRO NAVIA,5,0,5,3,21464343,2,17,13,"6,1",85,I86S5C400J1V1,2,2021,Universidades Privadas CRUCH,both
41857,13,RM,13502,ALHUÉ,1,0,5,3,19294364,2,17,13,"6,7",85,I10S2C19J1V1,2,2021,Universidades Privadas,both
62055,13,RM,13201,PUENTE ALTO,2,0,5,3,20130747,2,18,13,"6,9",100,I111S12C492J1V1,2,2021,Institutos Profesionales,both
56188,10,LAGOS,10101,PUERTO MONTT,2,0,7,3,20824398,1,17,10,"6,3",100,I260S37C285J1V1,1,2021,Centros de Formación Técnica,both
60658,13,RM,13301,COLINA,3,0,5,3,21634400,1,17,13,"6,7",86,I23S2C352J1V1,1,2021,Universidades Privadas,both
22294,9,ARAUC,9120,VILLARRICA,1,0,5,3,15727801,2,17,9,7,100,I76S1C256J1V1,2,2021,Universidades Estatales CRUCH,both
63706,13,RM,13112,LA PINTANA,2,0,7,3,20940251,2,17,13,"6,3",100,I111S12C19J1V1,2,2021,Institutos Profesionales,both
28921,13,RM,13106,ESTACIÓN CENTRAL,2,0,5,2,10482881,1,17,13,"6,4",100,I69S1C1J1V1,1,2021,Universidades Privadas CRUCH,both
50966,7,MAULE,7301,CURICÓ,2,0,7,3,11688667,1,17,7,"6,9",87,I75S1C12J1V2,1,2021,Universidades Estatales CRUCH,both
24897,10,LAGOS,10101,PUERTO MONTT,2,0,5,3,15190058,2,18,10,"6,1",85,I430S23C280J1V1,2,2021,Centros de Formación Técnica,both
18580,8,BBIO,8110,TALCAHUANO,1,0,5,1,16925483,2,17,8,"6,4",100,I430S30C131J1V1,2,2021,Centros de Formación Técnica,both
6792,5,VALPO,5501,QUILLOTA,2,0,5,3,13079368,1,17,5,"5,7",100,I111S4C48J1V1,1,2021,Institutos Profesionales,both
36149,13,RM,13109,LA CISTERNA,1,0,5,3,10684567,1,17,13,"4,6",85,I111S10C48J2V1,1,2021,Institutos Profesionales,both
62033,13,RM,13503,CURACAVÍ,2,0,5,3,14849916,1,17,13,"5,9",100,I111S22C492J1V1,1,2021,Institutos Profesionales,both
6612,5,VALPO,5501,QUILLOTA,2,0,5,3,11301122,2,17,5,"6,8",100,I89S1C87J1V1,2,2021,Universidades Privadas CRUCH,both
46500,2,ANTOF,2101,ANTOFAGASTA,2,0,5,3,19495684,1,17,2,"5,9",85,I73S2C5J1V1,1,2021,Universidades Estatales CRUCH,both
48862,5,VALPO,5701,SAN FELIPE,3,0,5,3,19152725,1,17,5,7,92,I70S1C58J1V1,1,2021,Universidades Estatales CRUCH,both
43381,13,RM,13119,MAIPÚ,2,0,5,3,14402971,2,18,7,"6,4",86,I111S15C6J1V1,2,2021,Institutos Profesionales,both
439,15,AYP,15101,ARICA,2,0,5,3,21244799,1,17,15,"6,7",100,I80S1C66J1V1,1,2021,Universidades Estatales CRUCH,both
21144,9,ARAUC,9112,PADRE LAS CASAS,2,0,7,3,16919154,2,17,9,"6,2",90,I103S4C82J2V2,2,2021,Institutos Profesionales,both
64653,13,RM,13115,LO BARNECHEA,1,0,5,3,25608922,1,17,13,6,85,I111S5C50J1V1,1,2021,Institutos Profesionales,both
63743,13,RM,13125,QUILICURA,2,0,5,3,14359566,2,17,13,"6,8",100,I70S1C64J1V4,2,2021,Universidades Estatales CRUCH,both
19764,8,BBIO,8202,ARAUCO,2,0,5,1,24964522,1,17,8,"6,8",100,I20S4C23J1V1,1,2021,Universidades Privadas,both
41993,15,AYP,15101,ARICA,5,0,7,1,22959232,1,17,15,"5,3",92,I80S1C70J1V2,1,2021,Universidades Estatales CRUCH,both
40650,13,RM,13402,BUIN,2,0,5,3,18630203,1,17,13,"6,7",95,I100S34C302J1V1,1,2021,Institutos Profesionales,both
34975,13,RM,13130,SAN MIGUEL,1,0,5,3,20183981,1,19,13,"5,6",85,I19S2C98J1V1,1,2021,Universidades Privadas,both
33793,13,RM,13122,PEÑALOLÉN,2,0,5,1,10262091,1,17,13,"6,6",85,I86S5C569J1V1,1,2021,Universidades Privadas CRUCH,both
2387,2,ANTOF,2101,ANTOFAGASTA,2,0,5,3,11444821,2,17,2,"6,6",100,I73S2C151J1V1,2,2021,Universidades Estatales CRUCH,both
14866,16,NUBLE,16101,CHILLÁN,1,0,5,3,19773756,1,18,16,"5,9",85,I75S2C175J1V1,1,2021,Universidades Estatales CRUCH,both
5291,4,COQ,4201,ILLAPEL,1,0,5,3,13040021,1,17,4,"6,5",85,I74S1C10J1V2,1,2021,Universidades Estatales CRUCH,both
54857,9,ARAUC,9101,TEMUCO,2,0,5,3,14261791,2,17,9,"6,8",85,I76S1C125J1V1,2,2021,Universidades Estatales CRUCH,both
14429,7,MAULE,7405,RETIRO,2,1,7,3,12160547,2,19,7,"6,1",100,I430S26C78J2V1,2,2021,Centros de Formación Técnica,both
42205,2,ANTOF,2201,CALAMA,1,0,7,3,11885310,2,17,2,"5,8",99,I46S9C128J1V1,2,2021,Universidades Privadas,both
37496,13,RM,13119,MAIPÚ,2,0,5,3,11313012,2,18,13,5,85,I218S1C10J1V2,2,2021,Centros de Formación Técnica,both
30302,13,RM,13132,VITACURA,3,0,5,3,13204820,2,18,13,"6,6",100,I45S2C2J1V1,2,2021,Universidades Privadas,both
13732,7,MAULE,7102,CONSTITUCIÓN,2,0,5,3,24245688,1,17,7,7,97,I75S1C49J1V2,1,2021,Universidades Estatales CRUCH,both
13826,7,MAULE,7401,LINARES,1,0,5,3,20484732,2,17,7,7,100,I78S1C43J1V1,2,2021,Universidades Estatales CRUCH,both
11658,6,LGBO,6105,DOÑIHUE,1,0,5,3,20756687,2,19,6,"4,7",85,I20S1C65J1V1,2,2021,Universidades Privadas,both
4381,4,COQ,4101,LA SERENA,2,0,5,3,11872868,2,17,4,"6,8",100,I74S1C17J1V1,2,2021,Universidades Estatales CRUCH,both
2657,2,ANTOF,2101,ANTOFAGASTA,3,0,5,3,22699831,2,17,2,"6,4",98,I73S2C216J1V1,2,2021,Universidades Estatales CRUCH,both
8294,5,VALPO,5109,VIÑA DEL MAR,2,0,5,3,11320095,1,18,5,7,100,I89S1C50J1V2,1,2021,Universidades Privadas CRUCH,both
55923,10,LAGOS,10301,OSORNO,2,0,5,3,24110665,1,17,10,"6,7",96,I84S1C330J1V2,1,2021,Universidades Estatales CRUCH,both
40176,13,RM,13401,SAN BERNARDO,1,0,7,3,22698049,2,19,13,5,100,I19S3C154J1V1,2,2021,Universidades Privadas,both
63286,13,RM,13119,MAIPÚ,2,0,5,3,17431443,2,19,13,6,85,I430S12C131J1V1,2,2021,Centros de Formación Técnica,both
58631,13,RM,13114,LAS CONDES,3,0,5,1,22281304,2,18,13,"6,8",95,I70S1C21J1V1,2,2021,Universidades Estatales CRUCH,both
27081,13,RM,13101,SANTIAGO,1,0,5,3,10484531,1,17,13,"6,9",100,I70S1C21J1V1,1,2021,Universidades Estatales CRUCH,both
58555,13,RM,13201,PUENTE ALTO,2,0,7,3,16914995,1,17,13,"5,1",85,I430S37C42J1V3,1,2021,Centros de Formación Técnica,both
46961,3,ATCMA,3301,VALLENAR,5,0,5,3,12419861,1,17,3,6,100,I116S30C196J2V1,1,2021,Institutos Profesionales,both
197,15,AYP,15101,ARICA,5,0,5,3,24109012,2,17,15,"6,7",100,I80S1C16J1V3,2,2021,Universidades Estatales CRUCH,both
19774,8,BBIO,8202,ARAUCO,2,0,5,1,22959539,2,17,8,"6,6",100,I20S4C31J1V1,2,2021,Universidades Privadas,both
3198,3,ATCMA,3101,COPIAPÓ,1,0,5,3,20287156,1,17,3,"6,3",100,I79S1C57J1V1,1,2021,Universidades Estatales CRUCH,both
14761,7,MAULE,7203,PELLUHUE,1,0,5,3,19423421,1,17,7,"6,5",90,I430S26C326J1V1,1,2021,Centros de Formación Técnica,both
1037,2,ANTOF,2301,TOCOPILLA,1,0,5,3,24709250,2,18,2,"6,4",85,I73S2C151J1V1,2,2021,Universidades Estatales CRUCH,both
21979,9,ARAUC,9101,TEMUCO,2,0,5,3,16186312,1,17,9,"6,9",100,I76S1C20J1V1,1,2021,Universidades Estatales CRUCH,both
